891131391	20191128	201911	2019	2019.8986											GBR	SCOTLAND	GBR								1	100	100	10	3	-5.0	6	1	6	0.42105263157894	0								4	Crieff, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.3667	-3.83333	-2593624	4	Crieff, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.3667	-3.83333	-2593624	20191205231500	https://www.thecourier.co.uk/fp/news/politics/1035824/first-minister-will-soldier-on-after-nationalist-blogger-drops-support/
891131392	20191128	201911	2019	2019.8986											GBR	SCOTLAND	GBR								1	100	100	10	3	-5.0	4	1	4	0.42105263157894	0								4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	20191205231500	https://www.thecourier.co.uk/fp/news/politics/1035824/first-minister-will-soldier-on-after-nationalist-blogger-drops-support/
891131393	20191128	201911	2019	2019.8986	BUS	CEOS						BUS													1	060	060	06	2	6.0	7	1	7	0	1	Germany	GM	GM		51.5	10.5	GM	0								4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20191205231500	https://www.kallanishenergy.com/2019/11/26/russian-gas-exports-to-austria-exceeds-2018-record-supply/
891131394	20191128	201911	2019	2019.8986	BUS	CEOS						BUS			RUS	ST PETERSBURG	RUS								1	040	040	04	1	1.0	2	1	2	0	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20191205231500	https://www.kallanishenergy.com/2019/11/26/russian-gas-exports-to-austria-exceeds-2018-record-supply/
891131395	20191128	201911	2019	2019.8986	BUS	CEOS						BUS			RUS	ST PETERSBURG	RUS								1	040	040	04	1	1.0	8	1	8	0	1	Germany	GM	GM		51.5	10.5	GM	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	20191205231500	https://www.kallanishenergy.com/2019/11/26/russian-gas-exports-to-austria-exceeds-2018-record-supply/
891131396	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR																		1	042	042	04	1	1.9	4	1	4	1.87793427230047	5	Northamptonshire, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.316	-0.848108	-2604210	0								5	Northamptonshire, Northamptonshire, United Kingdom	UK	UKJ1	40124	52.316	-0.848108	-2604210	20191205231500	https://www.bbc.co.uk/news/uk-england-northamptonshire-50681280
891131397	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR								GOV	CHANCELLOR						GOV			0	042	042	04	1	1.9	4	1	4	0.42105263157894	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	20191205231500	https://www.thecourier.co.uk/fp/news/politics/1035824/first-minister-will-soldier-on-after-nationalist-blogger-drops-support/
891131398	20191128	201911	2019	2019.8986	GOV	CHANCELLOR						GOV			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	4	1	4	0.42105263157894	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	20191205231500	https://www.thecourier.co.uk/fp/news/politics/1035824/first-minister-will-soldier-on-after-nationalist-blogger-drops-support/
891131399	20191128	201911	2019	2019.8986	GOV	CHANCELLOR						GOV			GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	4	1	4	0.42105263157894	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	4	Perthshire, Perth and Kinross, United Kingdom	UK	UKW1	40177	56.5	-4	-2605284	20191205231500	https://www.thecourier.co.uk/fp/news/politics/1035824/first-minister-will-soldier-on-after-nationalist-blogger-drops-support/
891131400	20191128	201911	2019	2019.8986	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	38	1	8	-5.23917995444191	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20191205231500	https://www.plenglish.com/index.php?o=rn&id=49661&SEO=south-korea-and-japan-to-meet-next-week-to-resolve-dispute
891131401	20191128	201911	2019	2019.8986	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								1	040	040	04	1	1.0	12	1	4	-5.23917995444191	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20191205231500	https://www.plenglish.com/index.php?o=rn&id=49661&SEO=south-korea-and-japan-to-meet-next-week-to-resolve-dispute
891131402	20191128	201911	2019	2019.8986	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								1	040	040	04	1	1.0	12	1	4	-5.23917995444191	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20191205231500	https://www.plenglish.com/index.php?o=rn&id=49661&SEO=south-korea-and-japan-to-meet-next-week-to-resolve-dispute
891131403	20191128	201911	2019	2019.8986	RUS	ST PETERSBURG	RUS								BUS	CEOS						BUS			1	040	040	04	1	1.0	10	1	10	0	4	Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205231500	https://www.kallanishenergy.com/2019/11/26/russian-gas-exports-to-austria-exceeds-2018-record-supply/
891131404	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	2	1	2	-0.80552359033372	3	Anne Arundel County, Maryland, United States	US	USMD	MD003	39.0001	-76.6164	1710958	0								3	Anne Arundel County, Maryland, United States	US	USMD		39.0001	-76.6164	1710958	20191205231500	https://mdcoastdispatch.com/2019/12/05/thoughts-from-the-publishers-desk-december-6-2019/
891131405	20191204	201912	2019	2019.9151	ARM	ARMENIA	ARM								ARMGOV	ARMENIA	ARM					GOV			1	010	010	01	1	0.0	2	1	2	-0.70175438596491	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20191205231500	https://news.am/eng/news/548363.html
891131406	20191204	201912	2019	2019.9151	ARM	ARMENIA	ARM								ARMGOV	ARMENIA	ARM					GOV			1	090	090	09	2	-2.0	2	1	2	-0.70175438596491	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20191205231500	https://news.am/eng/news/548363.html
891131407	20191204	201912	2019	2019.9151	GOV	PRIME MINISTER						GOV													1	090	090	09	2	-2.0	6	1	6	-0.70175438596491	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20191205231500	https://news.am/eng/news/548363.html
891131408	20191204	201912	2019	2019.9151	GOV	GOVERNOR						GOV			BUS	BANK						BUS			0	0331	033	03	1	5.2	10	1	10	-1.79775280898877	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20191205231500	https://cointelegraph.com/news/eu-wont-let-stablecoins-enter-its-market-until-risks-are-addressed
891131409	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								0	036	036	03	1	4.0	3	1	3	0.90771558245083	0								1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205231500	https://simpleflying.com/emirates-announces-interline-agreement-with-mexicos-interjet/
891131410	20191205	201912	2019	2019.9178											AUS	VICTORIA	AUS								1	043	043	04	1	2.8	6	1	6	3.03030303030303	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20191205231500	https://www.wral.com/andrew-wyeth-s-work-at-auction-in-hillsborough/18814139/
891131411	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	6	1	6	-2.53623188405797	0								4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	4	Launceston, Tasmania, Australia	AS	AS06	5346	-41.4388	147.135	-1583138	20191205231500	https://www.abc.net.au/news/2019-12-06/tasmanian-new-briefing/11772500
891131412	20191205	201912	2019	2019.9178											BUS	CHAMBER OF COMMERCE						BUS			1	042	042	04	1	1.9	1	1	1	2.90909090909091	0								3	Bay County, Florida, United States	US	USFL		30.2085	-85.6244	295738	3	Bay County, Florida, United States	US	USFL		30.2085	-85.6244	295738	20191205231500	https://www.newsherald.com/news/20191205/parker-public-library-celebrates-re-opening
891131413	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								1	042	042	04	1	1.9	10	1	6	1.35135135135135	0								4	Orangeville, Ontario, Canada	CA	CA08	12688	43.9167	-80.0833	-570707	4	Orangeville, Ontario, Canada	CA	CA08	12688	43.9167	-80.0833	-570707	20191205231500	https://www.orangevilletoday.ca/2019/12/05/musical-with-local-roots-returns-to-orangeville/
891131414	20191205	201912	2019	2019.9178											CHR	ARCHDIOCESE				CHR					0	100	100	10	3	-5.0	6	1	6	-6.92431561996779	0								1	Guam	GQ	GQ		13.2613	145.096	GQ	1	Guam	GQ	GQ		13.2613	145.096	GQ	20191205231500	https://www.guampdn.com/story/news/2019/12/05/guam-clergy-abuse-victims-want-sue-church-insurers-over-payments/2615503001/
891131415	20191205	201912	2019	2019.9178											CHRCTHEDU	CATHOLIC				CHR	CTH	EDU			0	040	040	04	1	1.0	20	1	20	-0.29197142516154	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20191205231500	https://www.pittsburghcatholic.org/news/symposium-explores-power-of-prayersymposium-explores-power-of-prayer-african-american-spirituality-71001265?profile=1045
891131416	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	020	020	02	1	3.0	3	1	3	-3.67346938775511	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20191205231500	https://www.dailyherald.com/news/20191205/attorney-solicitation-case-unique-because-of-st-charles-mans-mental-capacity
891131417	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	040	040	04	1	1.0	2	1	2	-4.18604651162791	0								4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20191205231500	https://www.johnogroat-journal.co.uk/news/kevin-independent-review-is-a-police-first-187636/
891131418	20191205	201912	2019	2019.9178											CRM	CULPRIT						CRM			1	014	014	01	1	0.0	10	1	10	-0.93457943925234	0								3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	3	Dane County, Wisconsin, United States	US	USWI		43.0667	-89.4335	1581072	20191205231500	https://madison.com/wsj/news/local/health-med-fit/jefferson-county-school-closing-friday-due-to-illness/article_02d49967-caea-5072-b2b3-9b89fdefff22.html
891131419	20191205	201912	2019	2019.9178											CVL	TOURIST						CVL			0	042	042	04	1	1.9	5	1	5	-0.88495575221239	0								4	Mughar, Ha?afon, Israel	IS	IS03	18314	32.8898	35.407	-780538	4	Mughar, Ha?afon, Israel	IS	IS03	18314	32.8898	35.407	-780538	20191205231500	https://www.al-monitor.com/pulse/originals/2019/12/palestinian-relations-israel-druze-community-army.html
891131420	20191205	201912	2019	2019.9178											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	10	1	10	-2.47933884297521	0								4	Neos Kosmos, Perifereia Peloponnisou, Greece	GR	GR62	16713	37.0667	22.4333	-824748	4	Neos Kosmos, Perifereia Peloponnisou, Greece	GR	GR62	16713	37.0667	22.4333	-824748	20191205231500	https://neoskosmos.com/en/153171/immigration-museum-comes-of-age-and-wants-to-hear-your-stories/
891131421	20191205	201912	2019	2019.9178											CVL	CITIZEN						CVL			0	043	043	04	1	2.8	5	1	5	2.90909090909091	0								3	Springfield, Florida, United States	US	USFL	FL005	30.1533	-85.6113	291570	3	Springfield, Florida, United States	US	USFL	FL005	30.1533	-85.6113	291570	20191205231500	https://www.newsherald.com/news/20191205/parker-public-library-celebrates-re-opening
891131422	20191205	201912	2019	2019.9178											CYP	CYPRUS	CYP								1	057	057	05	1	8.0	5	1	5	-2.5	0								1	Cyprus	CY	CY		35	33	CY	1	Cyprus	CY	CY		35	33	CY	20191205231500	https://news.am/eng/news/548321.html
891131423	20191205	201912	2019	2019.9178											EDU	UNIVERSITY						EDU			0	042	042	04	1	1.9	1	1	1	-4.65949820788531	0								3	San Jose State University, California, United States	US	USCA		37.3358	-121.882	232418	3	San Jose State University, California, United States	US	USCA		37.3358	-121.882	232418	20191205231500	https://www.cityonahillpress.com/2019/12/05/investigations-into-engineering-professor-found-to-warrant-discipline/
891131424	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			1	043	043	04	1	2.8	5	1	5	8.93271461716937	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20191205231500	https://news.fiu.edu/2019/school-of-music
891131425	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			0	043	043	04	1	2.8	10	1	10	-4.12735849056604	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205231500	https://www.carrollspaper.com/opinion/a-shame-so-many-see-compromise-as-bad/article_d0be1f64-1799-11ea-9df9-cfdd6e575e3f.html
891131426	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			1	046	046	04	1	7.0	4	1	4	3.03030303030303	0								3	Chadds Ford, Pennsylvania, United States	US	USPA		39.8718	-75.5913	1217344	3	Chadds Ford, Pennsylvania, United States	US	USPA		39.8718	-75.5913	1217344	20191205231500	https://www.wral.com/andrew-wyeth-s-work-at-auction-in-hillsborough/18814139/
891131427	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			1	046	046	04	1	7.0	6	1	6	3.03030303030303	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20191205231500	https://www.wral.com/andrew-wyeth-s-work-at-auction-in-hillsborough/18814139/
891131428	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			0	051	051	05	1	3.4	6	1	6	8.93271461716937	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20191205231500	https://news.fiu.edu/2019/school-of-music
891131429	20191205	201912	2019	2019.9178											EDU	PROFESSOR						EDU			1	051	051	05	1	3.4	1	1	1	-0.14814814814815	0								3	University Of Kansas, Kansas, United States	US	USKS		38.9581	-95.2477	471362	3	University Of Kansas, Kansas, United States	US	USKS		38.9581	-95.2477	471362	20191205231500	https://www.fhsu.edu/news/2019/12/kansas-speaks-2019-survey-of-kansas-opinion-includes-medicaid,-guns-and-the-new-governor
891131430	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			0	051	051	05	1	3.4	5	1	5	1.8595041322314	0								1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20191205231500	https://www.mydailysentinel.com/news/47975/multiple-events-planned-for-saturday
891131431	20191205	201912	2019	2019.9178											EDU	SCHOOL						EDU			0	100	100	10	3	-5.0	6	1	6	6.63129973474801	0								4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	4	Geneva, Genè, Switzerland	SZ	SZ07	16329	46.1956	6.14811	-2552151	20191205231500	https://www.southernminn.com/waseca_county_news/news/article_7e1a22cd-979b-5479-b685-34f4f1483701.html
891131432	20191205	201912	2019	2019.9178											EDU	STUDENT						EDU			1	112	112	11	3	-2.0	1	1	1	-8.42105263157895	0								3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	3	San Marcos, California, United States	US	USCA		33.1434	-117.166	1661388	20191205231500	https://www.sandiegouniontribune.com/pomerado-news/news/story/2019-12-05/june-trial-date-set-for-alleged-poway-synagogue-shooter
891131433	20191205	201912	2019	2019.9178											EGY	ALEXANDRIA	EGY								0	046	046	04	1	7.0	3	1	3	-5.63002680965147	0								3	Arlington County, Virginia, United States	US	USVA		38.8668	-77.0997	1480097	3	Arlington County, Virginia, United States	US	USVA		38.8668	-77.0997	1480097	20191205231500	https://www.fox5dc.com/news/driver-accused-of-hitting-i-66-highway-workers-in-arlington-county-has-troubled-past
891131434	20191205	201912	2019	2019.9178											ELI	RETIRED						ELI			0	010	010	01	1	0.0	2	1	2	-4.18604651162791	0								4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20191205231500	https://www.johnogroat-journal.co.uk/news/kevin-independent-review-is-a-police-first-187636/
891131435	20191205	201912	2019	2019.9178											ESPCVL	SPANISH	ESP					CVL			1	036	036	03	1	4.0	10	1	10	3.32681017612525	0								0								0								20191205231500	http://www.myrecordjournal.com/News/Wallingford/Wallingford-News/SCOW-to-host-annual-Wallingford-SantaCon-event.html
891131436	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	1	2	-2.84900284900285	0								4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	4	Manningtree, Essex, United Kingdom	UK	UKE4	40132	51.95	1.06667	-2602528	20191205231500	https://www.harwichandmanningtreestandard.co.uk/news/national/18083519.johnson-writes-corbyn-plan-fiddle-second-brexit-referendum/
891131437	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	6	1	6	-1.22116689280868	0								4	Hartlepool, Hartlepool, United Kingdom	UK	UKF5	40100	54.6861	-1.2125	-2598222	4	Hartlepool, Hartlepool, United Kingdom	UK	UKF5	40100	54.6861	-1.2125	-2598222	20191205231500	https://www.gazettelive.co.uk/news/teesside-news/tory-no-show-brexit-problem-17372040
891131438	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	2	1	2	-1.22116689280868	0								4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	20191205231500	https://www.gazettelive.co.uk/news/teesside-news/tory-no-show-brexit-problem-17372040
891131439	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	6	1	6	-1.22116689280868	0								4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	20191205231500	https://www.gazettelive.co.uk/news/teesside-news/tory-no-show-brexit-problem-17372040
891131440	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								0	051	051	05	1	3.4	2	1	2	-1.22116689280868	0								4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	4	Middlesbrough, Redcar and Cleveland, United Kingdom	UK	UKK9	40100	54.5728	-1.16278	-2603029	20191205231500	https://www.gazettelive.co.uk/news/teesside-news/tory-no-show-brexit-problem-17372040
891131441	20191205	201912	2019	2019.9178											GBR	UNITED KINGDOM	GBR								1	0874	087	08	2	10.0	2	1	2	-0.51413881748072	0								4	Harwich, Essex, United Kingdom	UK	UKE4	40132	51.95	1.3	-2598239	4	Harwich, Essex, United Kingdom	UK	UKE4	40132	51.95	1.3	-2598239	20191205231500	https://www.harwichandmanningtreestandard.co.uk/news/national/18083532.pro-eu-groups-ask-jo-swinson-back-boot-boris-campaign/
