890939663	20191205	201912	2019	2019.9178	AFG	AFGHAN	AFG								AFGGOV	AFGHANISTAN	AFG					GOV			1	040	040	04	1	1.0	2	1	2	-0.28901734104046	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650281
890939664	20191205	201912	2019	2019.9178	AFGGOV	ASHRAF GHANI	AFG					GOV													1	040	040	04	1	1.0	8	1	8	-0.28901734104046	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650281
890939665	20191205	201912	2019	2019.9178	AFGGOV	AFGHANISTAN	AFG					GOV			AFG	AFGHAN	AFG								1	040	040	04	1	1.0	2	1	2	-0.28901734104046	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650281
890939666	20191205	201912	2019	2019.9178	AFGGOV	AFGHAN	AFG					GOV			AFGGOV	ASHRAF GHANI	AFG					GOV			1	040	040	04	1	1.0	12	1	6	-0.28901734104046	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650281
890939667	20191205	201912	2019	2019.9178	AFGINSTAL	TALIBAN	AFG	TAL				INS			GOV	REGIME						GOV			1	111	111	11	3	-2.0	5	1	5	-4.40677966101695	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205044500	https://www.tribuneindia.com/news/world/us-envoy-in-kabul-for-revival-of-peace-talks/870522.html
890939668	20191205	201912	2019	2019.9178	AFGINSTAL	TALIBAN	AFG	TAL				INS			GOV	REGIME						GOV			1	1246	124	12	3	-4.0	5	1	5	-4.40677966101695	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205044500	https://www.tribuneindia.com/news/world/us-envoy-in-kabul-for-revival-of-peace-talks/870522.html
890939669	20191205	201912	2019	2019.9178	AFR	AFRICA	AFR																		1	043	043	04	1	2.8	4	1	4	1.70940170940171	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	0								4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650280
890939670	20191205	201912	2019	2019.9178	AFR	AFRICA	AFR								CVL	COMMUNITY						CVL			0	051	051	05	1	3.4	4	1	4	3.2994923857868	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20191205044500	https://www.newzimbabwe.com/diaspora-insurance-in-luk-sponsorship/
890939671	20191205	201912	2019	2019.9178	AFR	AFRICA	AFR								USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-5.24691358024691	2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	Australia	AS	AS		-25	135	AS	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205044500	https://www.popsugar.com.au/fitness/amy-schumer-sent-cease-desist-letter-to-her-trainer-46977623
890939672	20191205	201912	2019	2019.9178	AGR	FISHER						AGR													1	010	010	01	1	0.0	5	1	5	-2.04918032786885	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205044500	http://www.nydailynews.com/snyde/ny-amy-schumer-cease-and-desist-20191205-rwsflgpxwvdnlj267i2stufrni-story.html
890939673	20191205	201912	2019	2019.9178	AGR	FARM WORKER						AGR													1	042	042	04	1	1.9	5	1	5	0.31347962382445	4	State Land, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.8017	30.7528	10750662	0								4	State Land, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.8017	30.7528	10750662	20191205044500	https://citizen.co.za/news/opinion/opinion-editorials/2214852/dont-let-land-fall-into-the-wrong-hands/
890939674	20191205	201912	2019	2019.9178	AGR	SUBSISTENCE FARMER						AGR			GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	10	1	10	0.31347962382445	4	State Land, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.8017	30.7528	10750662	4	State Land, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.8017	30.7528	10750662	4	State Land, Masvingo, Zimbabwe	ZI	ZI08	40197	-19.8017	30.7528	10750662	20191205044500	https://citizen.co.za/news/opinion/opinion-editorials/2214852/dont-let-land-fall-into-the-wrong-hands/
890939675	20191205	201912	2019	2019.9178	AGR	FARMER						AGR			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.41691842900302	3	Story County, Iowa, United States	US	USIA	IA169	42.0333	-93.4669	465273	3	Story County, Iowa, United States	US	USIA		42.0333	-93.4669	465273	3	Story County, Iowa, United States	US	USIA		42.0333	-93.4669	465273	20191205044500	https://www.iowastatedaily.com/news/iowa-caucus-2020-primary-president-bernie-sanders-senator-vice-president-joe-biden-mayor-pete-buttigieg/article_44541772-16c2-11ea-94e8-ebc731388ed4.html
890939676	20191205	201912	2019	2019.9178	AGR	FARMER						AGR			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	2.41691842900302	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	3	Story County, Iowa, United States	US	USIA		42.0333	-93.4669	465273	3	Story County, Iowa, United States	US	USIA		42.0333	-93.4669	465273	20191205044500	https://www.iowastatedaily.com/news/iowa-caucus-2020-primary-president-bernie-sanders-senator-vice-president-joe-biden-mayor-pete-buttigieg/article_44541772-16c2-11ea-94e8-ebc731388ed4.html
890939677	20191205	201912	2019	2019.9178	ARE	DUBAI	ARE																		1	125	125	12	3	-5.0	7	1	7	-0.93240093240093	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20191205044500	https://gulfnews.com/business/property/dubais-property-data-needs-streamlining-1.68277495
890939678	20191205	201912	2019	2019.9178	ARE	DUBAI	ARE								IGOPGSGCC	GULF COOPERATION COUNCIL	PGS	GCC				IGO			1	022	022	02	1	3.2	10	1	10	-0.52910052910053	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20191205044500	https://kfgo.com/news/articles/2019/dec/04/world-bank-urges-gulf-countries-to-prioritize-environmental-sustainability/963632/
890939679	20191205	201912	2019	2019.9178	AREEDU	DUBAI	ARE					EDU			EDU	STUDENT						EDU			1	050	050	05	1	3.5	3	1	3	4.04761904761905	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	28575	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	28575	25.1723	55.2444	11414110	4	Khaleej Times, Dubayy, United Arab Emirates	AE	AE03	28575	25.1723	55.2444	11414110	20191205044500	https://www.khaleejtimes.com/news/education/dubai-private-school-kids-score-above-average-in-global-test-
890939680	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		0	010	010	01	1	0.0	4	1	4	-5.99455040871934	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20191205044500	https://www.9news.com.au/world/uk-news-child-migrants-tells-scottish-inquiry-abuse-compensation/57e453fb-32c3-46e9-9e2f-d77ccd3e7b1b
890939681	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		0	012	012	01	1	-0.4	2	1	2	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	0								4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890939682	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	017	017	01	1	0.0	2	1	2	1.75438596491228	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20191205044500	https://mumbrella.com.au/brisbanes-97-3-fm-revamps-breakfast-show-for-2020-with-bianca-dye-and-mike-van-acker-departing-609361
890939683	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		0	020	020	02	1	3.0	4	1	4	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	0								4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890939684	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		0	071	071	07	2	7.4	10	1	10	-2.80658938377059	4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	0								4	Darling River, New South Wales, Australia	AS	AS02	5398	-34.0333	141.917	-1569003	20191205044500	https://www.greenleft.org.au/content/looking-abyss-no-water
890939685	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	084	084	08	2	7.0	4	1	4	-5.99455040871934	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20191205044500	https://www.9news.com.au/world/uk-news-child-migrants-tells-scottish-inquiry-abuse-compensation/57e453fb-32c3-46e9-9e2f-d77ccd3e7b1b
890939686	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	084	084	08	2	7.0	6	1	6	-5.99455040871934	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205044500	https://www.9news.com.au/world/uk-news-child-migrants-tells-scottish-inquiry-abuse-compensation/57e453fb-32c3-46e9-9e2f-d77ccd3e7b1b
890939687	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	130	130	13	3	-4.4	4	1	4	-2.77161862527717	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.greenleft.org.au/content/rights-workers-means-no-going-soft-hansonism
890939688	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	138	138	13	3	-7.0	4	1	4	-5.24691358024691	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/fitness/amy-schumer-sent-cease-desist-letter-to-her-trainer-46977623
890939689	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	160	160	16	4	-4.0	10	1	10	-4.26356589147287	4	Potts Point, New South Wales, Australia	AS	AS02	5114	-33.8667	151.225	353562	0								4	Potts Point, New South Wales, Australia	AS	AS02	5114	-33.8667	151.225	353562	20191205044500	https://www.newidea.com.au/mafs-ines-basic-labels-potts-point-the-most-disgusting-place-in-australia
890939690	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS																		1	172	172	17	4	-5.0	10	1	10	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	0								4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890939691	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								AUSJUD	AUSTRALIA	AUS					JUD			1	112	112	11	3	-2.0	4	1	4	-4.64547677261614	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205044500	https://www.abc.net.au/news/2019-12-05/rsl-grav-train-funded-presidents-car-home-phones-court-hears/11769852
890939692	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								CVL	POPULATION						CVL			0	012	012	01	1	-0.4	5	1	5	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	4	Horsham, Victoria, Australia	AS	AS07	5432	-36.7113	142.2	-1578907	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890939693	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								CVL	POPULATION						CVL			0	012	012	01	1	-0.4	1	1	1	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	4	Natimuk, Victoria, Australia	AS	AS07	5385	-36.7403	141.945	-1590993	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890939694	20191205	201912	2019	2019.9178	AUS	SYDNEY	AUS								GOV	PREMIER						GOV			1	140	140	14	3	-6.5	10	1	10	-3.91304347826087	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205044500	https://www.greenleft.org.au/content/campaign-launched-keep-buses-public
890939695	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								NZLPTY	NEW ZEALAND	NZL								0	070	070	07	2	7.0	8	1	8	-0.07861635220126	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20191205044500	https://www.aspistrategist.org.au/field-notes-from-the-foothills-of-the-new-cold-war/
890939696	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								NZLPTY	NEW ZEALAND	NZL								0	070	070	07	2	7.0	2	1	2	-0.07861635220126	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20191205044500	https://www.aspistrategist.org.au/field-notes-from-the-foothills-of-the-new-cold-war/
890939697	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								NZLPTY	NEW ZEALAND	NZL								0	173	173	17	4	-5.0	8	1	8	-0.07861635220126	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20191205044500	https://www.aspistrategist.org.au/field-notes-from-the-foothills-of-the-new-cold-war/
890939698	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								NZLPTY	NEW ZEALAND	NZL								0	173	173	17	4	-5.0	2	1	2	-0.07861635220126	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20191205044500	https://www.aspistrategist.org.au/field-notes-from-the-foothills-of-the-new-cold-war/
890939699	20191205	201912	2019	2019.9178	AUS	AUSTRALIA	AUS								USA	NEW YORK	USA								1	043	043	04	1	2.8	2	1	2	-5.24691358024691	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/fitness/amy-schumer-sent-cease-desist-letter-to-her-trainer-46977623
890939700	20191205	201912	2019	2019.9178	AUS	VICTORIA	AUS								USA	BOSTON	USA								0	192	192	19	4	-9.5	8	1	8	2.55102040816326	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205044500	http://www.dcvelocity.com/articles/20191204-3-logistics-trends-to-watch-in-2020/
890939701	20191205	201912	2019	2019.9178	AUSJUD	AUSTRALIA	AUS					JUD			AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	4	1	4	-4.64547677261614	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205044500	https://www.abc.net.au/news/2019-12-05/rsl-grav-train-funded-presidents-car-home-phones-court-hears/11769852
890939702	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								DEU	GERMANY	DEU								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	France	FR	FR		46	2	FR	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939703	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								DEU	GERMANY	DEU								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Germany	GM	GM		51.5	10.5	GM	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939704	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								DNK	DENMARK	DNK								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939705	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								DNK	DENMARK	DNK								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939706	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								FRA	FRANCE	FRA								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939707	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								FRA	FRANCE	FRA								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	France	FR	FR		46	2	FR	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939708	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Sweden	SW	SW		62	15	SW	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939709	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	United Kingdom	UK	UK		54	-4	UK	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939710	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								GOV	MINIST						GOV			1	030	030	03	1	4.0	10	1	10	3.31632653061224	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939711	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								IRL	IRELAND	IRL								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Ireland	EI	EI		53	-8	EI	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939712	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								IRL	IRELAND	IRL								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Germany	GM	GM		51.5	10.5	GM	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939713	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								LUX	LUXEMBOURG	LUX								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Ireland	EI	EI		53	-8	EI	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939714	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								LUX	LUXEMBOURG	LUX								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Luxembourg	LU	LU		49.75	6.166667	LU	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939715	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								NLD	THE NETHERLAND	NLD								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Luxembourg	LU	LU		49.75	6.166667	LU	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939716	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								NLD	THE NETHERLAND	NLD								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Netherlands	NL	NL		52.5	5.75	NL	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939717	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								NOR	NORWAY	NOR								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Netherlands	NL	NL		52.5	5.75	NL	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939718	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								NOR	NORWAY	NOR								1	036	036	03	1	4.0	8	1	8	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Norway	NO	NO		62	10	NO	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
890939719	20191205	201912	2019	2019.9178	BEL	BELGIUM	BEL								SWE	SWEDEN	SWE								1	036	036	03	1	4.0	2	1	2	3.31632653061224	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Norway	NO	NO		62	10	NO	4	Esbjerg, Syddanmark, Denmark	DA	DA21	15108	55.4703	8.45187	-2741608	20191205044500	https://www.worldenergynews.com/news/north-sea-countries-boost-offshore-wind-708997
